country,country_code,market,suburb,host_neighbourhood,street,government_area,_id,name,house_rules,room_type,price,property_type,bedrooms,beds,bed_type,bathrooms,accommodates,extra_people,guests_included,amenities,latitude,longitude,is_location_exact,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,cancellation_policy,cleaning_fee,review_scores,host_id,host_name,host_location,number_of_reviews,host_listings_count,host_total_listings_count,host_response_time,host_response_rate,host_is_superhost,host_identity_verified
Turkey,TR,Istanbul,Taksim,Not Specified,"ÅžiÅŸli, Ä°stanbul, Turkey",Sisli,18277596,"In Sisli. Walking distance to Taksim,NiÅŸantaÅŸÄ±.",no rules,Private room,142,Apartment,1,1,Real Bed,1,1,60,1,"Air conditioning', 'Breakfast', 'Essentials', 'Hangers', 'Heating', 'Host greets you', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Private living room', 'Shampoo', 'TV', 'TV', 'Washer', 'Wifi'",41.04177,28.98476,No,1,30,30,60,90,365,flexible,30,0,73005104,Gokce,"Istanbul, Istanbul, Turkey",1,1,1,Not Specified,Not Specified,No,No
Turkey,TR,Istanbul,ÃœskÃ¼dar,Not Specified,"ÃœskÃ¼dar, Ä°stanbul, Turkey",Uskudar,1828808,Clean and cosy bedroom,no rules,Private room,84,Apartment,1,1,Real Bed,1,2,0,1,"Air conditioning', 'Cooking basics', 'Dishwasher', 'Dryer', 'Essentials', 'Free parking on premises', 'Hair dryer', 'Hangers', 'Heating', 'Internet', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Lock on bedroom door', 'Luggage dropoff allowed', 'Oven', 'Refrigerator'",41.02143,29.01822,No,1,1125,30,60,90,90,moderate,0,0,9568120,Hakan,"Istanbul, Ä°stanbul, Turkey",0,1,1,Not Specified,Not Specified,No,No
Turkey,TR,Istanbul,Not Specified,Not Specified,"Ã‡ekmekÃ¶y, Ä°stanbul, Turkey",Cekmekoy,18309220,TaÅŸdelen kardiyum sakin oda,no rules,Entire home/apt,69,Apartment,1,1,Real Bed,1,1,0,1,"Breakfast', 'Dryer', 'Elevator', 'Essentials', 'Family/kid friendly', 'Free parking on premises', 'Gym', 'Hair dryer', 'Hangers', 'Heating', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Lock on bedroom door', 'Pets allowed', 'Pool', 'Shampoo', 'TV', 'Washer', 'Wifi'",41.03629,29.22225,No,1,30,29,59,89,89,flexible,0,0,108366594,Yucel,TR,0,2,2,Not Specified,Not Specified,No,No
Turkey,TR,Istanbul,ÅžiÅŸli,Not Specified,"KaÄŸÄ±thane, Ä°stanbul, Turkey",Kagithane,18366332,Comfortable Flat in Ä°stanbul,no rules,Private room,105,Apartment,1,1,Real Bed,2,1,0,1,"Dryer', 'Elevator', 'Essentials', 'First aid kit', 'Hair dryer', 'Hangers', 'Heating', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Smoking allowed', 'Washer', 'Wifi'",41.08107,28.99931,No,4,30,0,0,0,0,flexible,0,0,63578931,Utku,"Antalya, Antalya, Turkey",0,1,1,Not Specified,Not Specified,No,No
Turkey,TR,Istanbul,Not Specified,Not Specified,"YenikÃ¶y, Ä°stanbul, Turkey",Sariyer,18543540,Old Greek Home 1+1 (Near Bosporus),Non-smoking,Shared room,100,House,1,1,Real Bed,1,1,0,1,"Breakfast', 'Essentials', 'Hair dryer', 'Heating', 'Internet', 'Iron', 'Kitchen', 'Shampoo', 'TV', 'Wifi', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50'",41.12113,29.06903,No,1,1125,29,59,89,364,flexible,0,0,124808557,Srcn,"Istanbul, Ä°stanbul, Turkey",0,1,1,Not Specified,Not Specified,No,No
Turkey,TR,Istanbul,Cihangir,Not Specified,"BeyoÄŸlu, Ä°stanbul, Turkey",Beyoglu,18711459,THE ROOM WITH BALCONY in CIHANGIR + FREE WIFI,no rules,Private room,237,Apartment,0,1,Real Bed,1,1,0,1,"Air conditioning', 'Essentials', 'Hair dryer', 'Hangers', 'Heating', 'Iron', 'Shampoo', 'TV', 'Wifi', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50'",41.02979,28.98043,No,2,1125,11,11,11,11,strict_14_with_grace_period,0,0,128093488,Enes,TR,0,4,4,within an hour,100,No,No
Turkey,TR,Istanbul,ÅžiÅŸli,Not Specified,"ÅžiÅŸli, Ä°stanbul, Turkey",Sisli,18824084,Central location,no rules,Entire home/apt,221,Apartment,4,5,Real Bed,1,5,0,1,"Dryer', 'Elevator', 'Essentials', 'Family/kid friendly', 'Fire extinguisher', 'First aid kit', 'Hair dryer', 'Hangers', 'Heating', 'Indoor fireplace', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Lock on bedroom door', 'Safety card', 'Smoking allowed', 'TV', 'Washer', 'Wifi'",41.05292,28.98612,No,30,181,30,60,90,365,flexible,0,0,131069563,Elif,TR,0,1,1,Not Specified,Not Specified,No,No
Turkey,TR,Istanbul,KadÄ±kÃ¶y,Not Specified,"KadÄ±kÃ¶y, Ä°stanbul, Turkey",Kadikoy,18887229,kiralÄ±k oda,- 23:00 dan sonra sessiz olunmasÄ± gereklidir,Private room,47,Casa particular (Cuba),0,1,Real Bed,1,3,50,3,"Elevator', 'Essentials', 'Family/kid friendly', 'Free parking on premises', 'Hair dryer', 'Hangers', 'Heating', 'Iron', 'Kitchen', 'Private living room', 'Shampoo', 'Smoking allowed', 'Suitable for events', 'Washer', 'Wifi'",40.98823,29.05299,No,7,10,30,60,90,365,flexible,50,0,131612537,Can,TR,0,1,1,Not Specified,Not Specified,No,No
Turkey,TR,Istanbul,Beyoglu,Not Specified,"BeyoÄŸlu, Ä°stanbul, Turkey",Beyoglu,18891380,Room in a historical apartment in Beyoglu.,no rules,Private room,111,Serviced apartment,1,1,Real Bed,1,2,119,2,"Bed linens', 'Coffee maker', 'Dishwasher', 'Dryer', 'Essentials', 'Extra pillows and blankets', 'Hair dryer', 'Hangers', 'Heating', 'Hot water', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Oven', 'Refrigerator', 'Shampoo', 'Smoking allowed', 'Washer', 'Wifi', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50'",41.03494,28.98141,No,3,1125,29,59,89,89,moderate,0,100,131637799,Ahmet,"Istanbul, Ä°stanbul, Turkey",2,1,1,Not Specified,Not Specified,No,No
Turkey,TR,Istanbul,ÃœskÃ¼dar,ÃœskÃ¼dar,"ÃœskÃ¼dar, Ä°stanbul, Turkey",Uskudar,18954080,Kutu gibi Ev,no rules,Private room,47,Apartment,0,1,Real Bed,1,1,30,2,"Dryer', 'Essentials', 'Hair dryer', 'Heating', 'Iron', 'Kitchen', 'Shampoo', 'Wifi'",41.02515,29.01925,Yes,1,10,30,60,90,365,flexible,30,100,132158539,Evrim,"Istanbul, Ä°stanbul, Turkey",3,1,1,a few days or more,33,No,No
Turkey,TR,Istanbul,Fatih,Fatih,"Fatih, Ä°stanbul, Turkey",Fatih,19060682,Akin YellowHouse 2nd floor twin room good location,#NAME?,Private room,142,Apartment,1,2,Real Bed,1,2,0,1,"Essentials', 'Heating', 'Kitchen', 'Lock on bedroom door', 'translation missing: en.hosting_amenity_50'",41.02957,28.94917,Yes,2,1125,27,57,87,362,moderate,0,0,33729698,Tahir,"Istanbul, Turkey",0,5,5,within an hour,100,Yes,Yes
Turkey,TR,Istanbul,KarakÃ¶y,KarakÃ¶y,"Istanbul, Istanbul Province, Turkey",Beyoglu,191079,Single private room(Gray),"Please pay attention to these simple rules to make life better in our flat ; 1. Please ask permission of your current (SENSITIVE CONTENTS HIDDEN) to invite more than 1-2 guests of yours, especially at late hours. Please do not invite dozens of people without asking other people, if you're in urge to do that, please do it with the permission of others at reasonable hours. 2. Please lock the flat door while you're leaving, also please keep your rooms locked when you're away to prevent any problematic situation. 3. Please pay attention to prevent loud noise after 23.00, there are lots of other people in the building who are waking up early and local people in nearby apartments as well. 4. Please do not smoke in the living room, if you're a smoker please try to choose your own room to smoke. Also please do not throw cigarettes into the garden. 5. 2 times per month a cleaning lady comes to clean the entire flat, but please be helpful to your (SENSITIVE CONTENTS HIDDEN) about cleaning of sha",Private room,63,Apartment,1,1,Real Bed,1,1,30,1,"24-hour check-in', 'Bed linens', 'Cable TV', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Elevator', 'Essentials', 'Extra pillows and blankets', 'Fire extinguisher', 'First aid kit', 'Hair dryer', 'Hangers', 'Heating', 'Hot water', 'Internet', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Lock on bedroom door', 'Long term stays allowed', 'Luggage dropoff allowed', 'Microwave', 'Other', 'Paid parking off premises', 'Private entrance', 'Refrigerator', 'Shampoo', 'Smoking allowed', 'Stove', 'TV', 'Washer', 'Wifi'",41.02976,28.97604,No,10,1124,0,0,0,262,strict_14_with_grace_period,0,95,666066,Ali,"Istanbul, Istanbul, Turkey",20,13,13,within an hour,100,Yes,Yes
Turkey,TR,Istanbul,BeÅŸiktaÅŸ,Not Specified,"BeÅŸiktaÅŸ, Ä°stanbul, Turkey",Besiktas,19156662,Vintage House For Rent,no rules,Entire home/apt,79,House,1,1,Real Bed,1,2,0,1,"Family/kid friendly', 'Heating', 'Internet', 'Kitchen', 'Shampoo', 'Smoking allowed', 'TV', 'Washer', 'Wifi', 'translation missing: en.hosting_amenity_50'",41.04391,29.01154,No,10,30,0,18,48,323,flexible,0,0,111174737,DoÄŸu,TR,0,1,1,within an hour,100,No,No
